"UserID"|"CenterVisitDate"|"Zone"|"RefNLID"|"DeviceTypeID"|"TrafficSourceID"|"ContentTypeID"|"SiteCode"|"CleanPageName"|"ArticleType"|"EditorialContentType"|"SessionTimeSpent"|"VideoName"|"VideoPlayTime"|"CampaignID"|"PVCount"
"14543114"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"39"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"0"|""|"0"|"253"|"1"
"17718516"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/surprising-symptoms"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"17887400"|"20170703"|"/cs/synthroid13"|"92"|"1"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"30"|""|"0"|"253"|"2"
"30635891"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"31811886"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/complementary-therapies"|"Treatment-Alternative"|"Custom Solutions Slideshow"|"86"|""|"0"|"253"|"18"
"31811886"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/endocrinologist-visit"|"Landing"|"Landing"|"113"|""|"0"|"253"|"1"
"38147373"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/hypothyroidism-healthy-living"|"Landing-None"|"Landing"|"0"|""|"0"|"253"|"2"
"39657625"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"39"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"72"|""|"0"|"253"|"1"
"39657625"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/avoid-hypothyroidism-medication-mistakes"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"39657625"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/make-the-most-of-your-treatment"|"Landing"|"Landing"|"756"|""|"0"|"253"|"1"
"43739005"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/workout-plan"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"43739005"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/ways-boost-metabolism"|"Landing"|"Landing"|"154"|""|"0"|"253"|"1"
"49372568"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"39"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-eat"|"Lifestyle-Nutrition"|"Slideshow"|"40"|""|"0"|"253"|"6"
"52305174"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"52345475"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/hypothyroidism-healthy-living"|"Landing-None"|"Landing"|"50"|""|"0"|"253"|"1"
"52345475"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"93"|""|"0"|"253"|"1"
"52345475"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/make-the-most-of-your-treatment"|"Landing"|"Landing"|"101"|""|"0"|"253"|"2"
"52345475"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/healthy-recipes-hypothyroidism"|"Lifestyle-Nutrition"|"Landing"|"110"|""|"0"|"253"|"1"
"53076668"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"6"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"56"|""|"0"|"253"|"5"
"53076668"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"6"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/real-life-tips-relieve-hypothyroidism-symptoms-pictures"|"Landing"|"Landing"|"76"|""|"0"|"253"|"2"
"53076668"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"6"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/complementary-therapies"|"Treatment-Alternative"|"Custom Solutions Slideshow"|"165"|""|"0"|"253"|"5"
"53076668"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"6"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/stress-connection"|"Lifestyle-Symptom Management"|"Landing"|"124"|""|"0"|"253"|"1"
"53076668"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"6"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/ways-boost-metabolism"|"Landing"|"Landing"|"182"|""|"0"|"253"|"1"
"53076668"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"6"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/workout-plan"|"Landing"|"Landing"|"196"|""|"0"|"253"|"1"
"53076668"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"6"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/medication-tips"|"Landing"|"Landing"|"198"|""|"0"|"253"|"1"
"53076668"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"6"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/avoid-hypothyroidism-medication-mistakes"|"Landing"|"Landing"|"279"|""|"0"|"253"|"1"
"54406446"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"54733080"|"20170703"|"/cs/synthroid13"|"221"|"5"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"55553945"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/decrease-joint-pain"|"Lifestyle-Symptom Management"|"Slideshow"|"25"|""|"0"|"253"|"9"
"56477903"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/weight-loss"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"58431720"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"3"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"0"|""|"0"|"253"|"2"
"59544743"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/medication-tips"|"Landing"|"Landing"|"153"|""|"0"|"253"|"2"
"59544743"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/see-an-endocrinologist"|"Landing"|"Landing"|"180"|""|"0"|"253"|"2"
"59544743"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/avoid-hypothyroidism-medication-mistakes"|"Landing"|"Landing"|"181"|""|"0"|"253"|"1"
"59544743"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/monitoring-your-health"|"Landing"|"Landing"|"266"|""|"0"|"253"|"2"
"59544743"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"287"|""|"0"|"253"|"2"
"59806452"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/avoid-hypothyroidism-medication-mistakes"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"59806452"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/medication-tips"|"Landing"|"Landing"|"49"|""|"0"|"253"|"1"
"60392891"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/monitoring-your-health"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"60392891"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/medication-tips"|"Landing"|"Landing"|"63"|""|"0"|"253"|"1"
"60392891"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/avoid-hypothyroidism-medication-mistakes"|"Landing"|"Landing"|"77"|""|"0"|"253"|"1"
"63916905"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/surprising-symptoms"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"64633393"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/surprising-symptoms"|"Landing"|"Landing"|"241"|""|"0"|"253"|"2"
"64633393"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"169"|""|"0"|"253"|"34"
"65957188"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"67111366"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"67177526"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/hypothyroidism-healthy-living"|"Landing-None"|"Landing"|"36"|""|"0"|"253"|"1"
"67177526"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"146"|""|"0"|"253"|"16"
"69574658"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/complementary-therapies"|"Treatment-Alternative"|"Custom Solutions Slideshow"|"261"|""|"0"|"253"|"14"
"69574658"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"350"|""|"0"|"253"|"2"
"69574658"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/make-the-most-of-your-treatment"|"Landing"|"Landing"|"302"|""|"0"|"253"|"2"
"70385920"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"0"|""|"0"|"253"|"1"
"71577013"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"71731439"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"0"|""|"0"|"253"|"1"
"72514796"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/temperature"|"Diagnosis-Symptoms"|"Landing"|"176"|""|"0"|"253"|"2"
"72557593"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"3"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/hypothyroidism-healthy-living"|"Landing-None"|"Landing"|"0"|""|"0"|"253"|"1"
"73700563"|"20170703"|"/cs/synthroid13"|"24"|"1"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"307"|""|"0"|"253"|"20"
"73724845"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"3"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/workout-plan"|"Landing"|"Landing"|"26"|""|"0"|"253"|"1"
"73795632"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"3"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/real-life-tips-relieve-hypothyroidism-symptoms-pictures"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"73805756"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/medication-tips"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"73915515"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-eat"|"Lifestyle-Nutrition"|"Slideshow"|"763"|""|"0"|"253"|"17"
"73915515"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/monitoring-your-health"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"73915515"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/vitamins"|"Landing"|"Landing"|"66"|""|"0"|"253"|"1"
"75197414"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/decrease-joint-pain"|"Lifestyle-Symptom Management"|"Slideshow"|"83"|""|"0"|"253"|"26"
"77624142"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/complementary-therapies"|"Treatment-Alternative"|"Custom Solutions Slideshow"|"41"|""|"0"|"253"|"2"
"77624142"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-eat"|"Lifestyle-Nutrition"|"Slideshow"|"126"|""|"0"|"253"|"9"
"77624142"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-avoid"|"Lifestyle-Nutrition"|"Redirect - EHLocked"|"233"|""|"0"|"253"|"20"
"77624142"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/live-better-pictures"|"Lifestyle-General "|"Landing"|"265"|""|"0"|"253"|"26"
"77624142"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/adrenal-fatigue"|"Landing"|"Landing"|"187"|""|"0"|"253"|"2"
"78025224"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/hypothyroidism-healthy-living"|"Landing-None"|"Landing"|"17"|""|"0"|"253"|"1"
"79324874"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/look-your-best"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"79324874"|"20170703"|"/cs/synthroid13"|"-1"|"5"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/understanding-test-results"|"Landing"|"Landing"|"120"|""|"0"|"253"|"1"
"79404313"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/sleep-better"|"Landing"|"Landing"|"0"|""|"0"|"253"|"1"
"79454523"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/avoid-hypothyroidism-medication-mistakes"|"Landing"|"Landing"|"0"|""|"0"|"253"|"2"
"79537823"|"20170703"|"/cs/synthroid13"|"-1"|"1"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/related-health-concerns"|"Landing"|"Landing"|"127"|""|"0"|"253"|"2"
"79538680"|"20170703"|"/cs/synthroid13"|"-1"|"2"|"39"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/thyroid-pictures/foods-to-eat"|"Lifestyle-Nutrition"|"Slideshow"|"0"|""|"0"|"253"|"2"
"79715183"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/healthy-recipes-hypothyroidism"|"Lifestyle-Nutrition"|"Landing"|"22"|""|"0"|"253"|"1"
"79715183"|"20170703"|"/cs/synthroid13"|"-1"|"4"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/healthy-living-with-hypothyroidism/mini-mushroom-sausage-quiches-recipe"|"Lifestyle-Nutrition"|"Landing"|"403"|""|"0"|"253"|"3"
"6584"|"20170703"|"/cs/gskbreo2016"|"-1"|"1"|"39"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/adult-asthma/health-conditions-with-asthma-pictures"|"Condition Basics-Comorbidities"|"CuSo Slideshow"|"124"|""|"0"|"255"|"7"
"6584"|"20170703"|"/cs/gskbreo2016"|"-1"|"1"|"39"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/adult-asthma/asthma-management-mistakes-pictures"|"Lifestyle-General"|"CuSo Slideshow"|"146"|""|"0"|"255"|"11"
"6584"|"20170703"|"/cs/gskbreo2016"|"51"|"1"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/adult-asthma/health-conditions-with-asthma-pictures"|"Condition Basics-Comorbidities"|"CuSo Slideshow"|"60"|""|"0"|"255"|"2"
"3061934"|"20170703"|"/cs/gskbreo2016"|"124"|"1"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/things-that-can-trigger-asthma-attacks.aspx"|"Condition Basics-Triggers"|"CuSo Slideshow"|"1442"|""|"0"|"255"|"1"
"39672597"|"20170703"|"/cs/gskbreo2016"|"221"|"5"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/alternative-therapies-for-asthma.aspx"|""|"CuSo Slideshow"|"0"|""|"0"|"255"|"1"
"39672597"|"20170703"|"/cs/gskbreo2016"|"221"|"5"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/things-that-can-trigger-asthma-attacks.aspx"|"Condition Basics-Triggers"|"CuSo Slideshow"|"88"|""|"0"|"255"|"17"
"46861454"|"20170703"|"/cs/gskbreo2016"|"124"|"1"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/things-that-can-trigger-asthma-attacks.aspx"|"Condition Basics-Triggers"|"CuSo Slideshow"|"34"|""|"0"|"255"|"5"
"49183250"|"20170703"|"/cs/gskbreo2016"|"124"|"1"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/things-that-can-trigger-asthma-attacks.aspx"|"Condition Basics-Triggers"|"CuSo Slideshow"|"23"|""|"0"|"255"|"5"
"49183250"|"20170703"|"/cs/gskbreo2016"|"124"|"1"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/adult-asthma/foods-helps-relieve-asthma-pictures"|"lifestyle-nutrition"|"CuSo Slideshow"|"49"|""|"0"|"255"|"10"
"52339439"|"20170703"|"/cs/gskbreo2016"|"-1"|"5"|"6"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/adult-asthma"|"Landing-None"|"Landing"|"0"|""|"0"|"255"|"1"
"52428583"|"20170703"|"/cs/gskbreo2016"|"124"|"2"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/alternative-therapies-for-asthma.aspx"|""|"CuSo Slideshow"|"0"|""|"0"|"255"|"1"
"52428583"|"20170703"|"/cs/gskbreo2016"|"124"|"2"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/things-that-can-trigger-asthma-attacks.aspx"|"Condition Basics-Triggers"|"CuSo Slideshow"|"169"|""|"0"|"255"|"17"
"55950236"|"20170703"|"/cs/gskbreo2016"|"51"|"2"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/adult-asthma/management-age"|"Lifestyle-Symptom Management"|"CuSo Article 3.0"|"14"|""|"0"|"255"|"1"
"60068758"|"20170703"|"/cs/gskbreo2016"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/adult-asthma"|"Landing-None"|"Landing"|"42"|""|"0"|"255"|"1"
"60068758"|"20170703"|"/cs/gskbreo2016"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/things-that-can-trigger-asthma-attacks.aspx"|"Condition Basics-Triggers"|"CuSo Slideshow"|"60"|""|"0"|"255"|"2"
"60068758"|"20170703"|"/cs/gskbreo2016"|"-1"|"1"|"42"|"3"|"everydayhealth"|"www.everydayhealth.com/asthma-pictures/alternative-therapies-for-asthma.aspx"|""|"CuSo Slideshow"|"220"|""|"0"|"255"|"9"
"60068758"|"20170703"|"/cs/gskbreo2016"|"-1"|"1"|"42"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/adult-asthma/asthma-exercise-need-to-know"|"Lifestyle-Fitness"|"CuSo Article 3.0"|"32"|""|"0"|"255"|"1"
"60112363"|"20170703"|"/cs/gskbreo2016"|"51"|"2"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/adult-asthma/asthma-management-mistakes-pictures"|"Lifestyle-General"|"CuSo Slideshow"|"156"|""|"0"|"255"|"11"
"60112363"|"20170703"|"/cs/gskbreo2016"|"51"|"2"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/adult-asthma/management-age"|"Lifestyle-Symptom Management"|"CuSo Article 3.0"|"418"|""|"0"|"255"|"2"
"61649108"|"20170703"|"/cs/gskbreo2016"|"-1"|"5"|"6"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/adult-asthma"|"Landing-None"|"Landing"|"40"|""|"0"|"255"|"1"
